Names	Uniprot
FKBP60;FKBP63;FKBP9	O95302
FKBP60;FKBP63;FKBP9	A7YQ73
FKBP60;FKBP63;FKBP9	B3KQQ0
FKBP60;FKBP63;FKBP9	B7Z1G9
FKBP60;FKBP63;FKBP9	B7Z1U8
FKBP60;FKBP63;FKBP9	B7Z230
FKBP60;FKBP63;FKBP9	B7Z994
FKBP60;FKBP63;FKBP9	B7ZAH5
FKBP60;FKBP63;FKBP9	C9J4P8
CGI-77;DUBA5;OTUD6B	Q8N6M0
CGI-77;DUBA5;OTUD6B	B4DEY0
KIAA1127;ODZ2;TNM2;KIAA1302;ODZ4;TNM4	Q9NT68
KIAA1127;ODZ2;TNM2;KIAA1302;ODZ4;TNM4	B4DDN3
KIAA1127;ODZ2;TNM2;KIAA1302;ODZ4;TNM4	B4DY80
KIAA1127;ODZ2;TNM2;KIAA1302;ODZ4;TNM4	B5MCP7
KIAA1127;ODZ2;TNM2;KIAA1302;ODZ4;TNM4	Q6N022
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B1ANH2
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B1ANH0
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B4E1H6
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B1ANH5
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	Q16774
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	Q6IBG8
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	Q96IN2
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B1ANH1
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B1ANG9
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	Q658U3
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B1ANH3
GUK1;RP11-520H14.2-018;RP11-520H14.2-003;hCG_1984660;RP11-520H14.2-030;GMK;RP11-520H14.2-001;RP11-520H14.2-010;RP11-520H14.2-027;DKFZp666D023;RP11-520H14.2-019;RP11-520H14.2-023	B1ANH6
CTNND1;KIAA0384;DKFZp781O2021	O60716-1
CTNND1;KIAA0384;DKFZp781O2021	O60716
CTNND1;KIAA0384;DKFZp781O2021	O60716-2
CTNND1;KIAA0384;DKFZp781O2021	O60716-3
CTNND1;KIAA0384;DKFZp781O2021	Q68DU0
CTNND1;KIAA0384;DKFZp781O2021	O60716-5
CTNND1;KIAA0384;DKFZp781O2021	O60716-9
CTNND1;KIAA0384;DKFZp781O2021	O60716-10
CTNND1;KIAA0384;DKFZp781O2021	O60716-11
CTNND1;KIAA0384;DKFZp781O2021	O60716-13
CTNND1;KIAA0384;DKFZp781O2021	O60716-17
CTNND1;KIAA0384;DKFZp781O2021	O60716-18
CTNND1;KIAA0384;DKFZp781O2021	O60716-19
CTNND1;KIAA0384;DKFZp781O2021	O60716-21
CTNND1;KIAA0384;DKFZp781O2021	Q7KZJ3
CTNND1;KIAA0384;DKFZp781O2021	Q96FS1
CTNND1;KIAA0384;DKFZp781O2021	C9JKX3
CTNND1;KIAA0384;DKFZp781O2021	O60716-4
CTNND1;KIAA0384;DKFZp781O2021	O60716-6
CTNND1;KIAA0384;DKFZp781O2021	C9JZR2
CTNND1;KIAA0384;DKFZp781O2021	O60716-7
CTNND1;KIAA0384;DKFZp781O2021	O60716-8
CTNND1;KIAA0384;DKFZp781O2021	O60716-12
CTNND1;KIAA0384;DKFZp781O2021	O60716-14
CTNND1;KIAA0384;DKFZp781O2021	O60716-15
CTNND1;KIAA0384;DKFZp781O2021	O60716-16
CTNND1;KIAA0384;DKFZp781O2021	O60716-20
CTNND1;KIAA0384;DKFZp781O2021	O60716-22
CTNND1;KIAA0384;DKFZp781O2021	O60716-23
CTNND1;KIAA0384;DKFZp781O2021	O60716-24
CTNND1;KIAA0384;DKFZp781O2021	O60716-25
CTNND1;KIAA0384;DKFZp781O2021	O60716-26
CTNND1;KIAA0384;DKFZp781O2021	O60716-27
CTNND1;KIAA0384;DKFZp781O2021	O60716-29
RPL28;hCG_38234	P46779
RPL28;hCG_38234	O60251
RPL28;hCG_38234	B4DEP9
RPL28;hCG_38234	Q59F34
RPL28;hCG_38234	C9JB50
DBC1;KIAA1967	Q8N163-1
DBC1;KIAA1967	Q8N163
DBC1;KIAA1967	B3KTJ9
DBC1;KIAA1967	Q8N163-2
CYB5;CYB5A	P00167-1
CYB5;CYB5A	P00167
CYB5;CYB5A	P00167-2
CYB5;CYB5A	Q59F44
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	A8MYU1
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	O43865-1
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	O43865
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	Q2NKW8
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	O43865-2
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	B4E168
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	O43210
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	Q9BTL0
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	Q6ZMM9
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	Q96HN2
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	Q6ZNS6
AHCYL1;DCAL;XPVKONA;hCG_38162;AHCYL2;KIAA0828	B4DIZ5
MBS;MYPT1;PPP1R12A	O14974-1
MBS;MYPT1;PPP1R12A	O14974
MBS;MYPT1;PPP1R12A	B2RAH5
MBS;MYPT1;PPP1R12A	B4DZ09
MBS;MYPT1;PPP1R12A	O14974-3
MBS;MYPT1;PPP1R12A	O14974-4
MBS;MYPT1;PPP1R12A	O14974-2
CC2D1A	Q6P1N0-1
CC2D1A	Q6P1N0
CC2D1A	Q9H8P7
CC2D1A	Q6P1N0-2
CC2D1A	Q9NX28
CC2D1A	Q24K25
FBX22;FBXO22	Q8NEZ5-1
FBX22;FBXO22	Q8NEZ5
FBX22;FBXO22	B4DFX7
FBX22;FBXO22	Q53EY9
FBX22;FBXO22	Q8NEZ5-3
SNX1;hCG_33348	Q13596-1
SNX1;hCG_33348	Q13596
SNX1;hCG_33348	Q53GY8
SNX1;hCG_33348	Q53HL9
SNX1;hCG_33348	Q6ZRJ8
SNX1;hCG_33348	A6NKH4
SNX1;hCG_33348	Q13596-2
SNX1;hCG_33348	Q59GU6
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	P35658-5
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	P35658
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	P35658-3
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	B4DYZ6
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	B4DZN4
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	B7ZAV2
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	B7ZAX0
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	Q5JUP9
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	Q7Z3C4
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	P35658-1
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	P35658-4
CAIN;CAN;KIAA0023;NUP214;RP11-544A12.7-003;DKFZp686J0330	P35658-2
BRAG;CHST15;GALNAC4S6ST;KIAA0598	Q7LFX5-1
BRAG;CHST15;GALNAC4S6ST;KIAA0598	Q7LFX5
BRAG;CHST15;GALNAC4S6ST;KIAA0598	Q7LFX5-2
BRAG;CHST15;GALNAC4S6ST;KIAA0598	B4DH74
CSNK1A1;hCG_201512	P48729-2
CSNK1A1;hCG_201512	P48729
CSNK1A1;hCG_201512	B4DER9
CSNK1A1;hCG_201512	B4DFH4
CSNK1A1;hCG_201512	Q6PJ06
CSNK1A1;hCG_201512	P48729-1
CSNK1A1;hCG_201512	B4E1D9
CSNK1A1;hCG_201512	Q05DL3
CSNK1A1;hCG_201512	Q71TU5
KIAA0821;LEC2;LPHN1	O94910-1
KIAA0821;LEC2;LPHN1	O94910
KIAA0821;LEC2;LPHN1	O94910-2
KIAA0821;LEC2;LPHN1	A0PJG2
DIS3;KIAA1008;RRP44	Q9Y2L1-1
DIS3;KIAA1008;RRP44	Q9Y2L1
DIS3;KIAA1008;RRP44	A8QI98
DIS3;KIAA1008;RRP44	Q9Y2L1-2
DIS3;KIAA1008;RRP44	B3KM83
DIS3;KIAA1008;RRP44	Q49AG4
XT1;XYLT1	Q86Y38
PTK9;TWF1	Q12792-2
PTK9;TWF1	Q12792
PTK9;TWF1	Q12792-4
PTK9;TWF1	Q12792-3
HSPC038;PNAS-113;ZNF706	Q9Y5V0
HSPC038;PNAS-113;ZNF706	Q9HB72
ANX2LG;CAL1L;CLP11;S100A10	P60903
ANX2LG;CAL1L;CLP11;S100A10	Q6FGE5
MAMDC2	Q7Z304-1
MAMDC2	Q7Z304
MAMDC2	B4E320
MAMDC2	Q7Z304-2
ITPRIPL2	Q3MIP1
TPM3;RP11-205M9.1-002;RP11-205M9.1-007	P06753-1
TPM3;RP11-205M9.1-002;RP11-205M9.1-007	P06753
TPM3;RP11-205M9.1-002;RP11-205M9.1-007	Q5VU70
TPM3;RP11-205M9.1-002;RP11-205M9.1-007	Q8NAH0
TPM3;RP11-205M9.1-002;RP11-205M9.1-007	Q5VU62
ENOSF1;RTS;TYMSAS	Q6ZS08
ENOSF1;RTS;TYMSAS	A6NMP3
ENOSF1;RTS;TYMSAS	Q7L5Y1-1
ENOSF1;RTS;TYMSAS	Q7L5Y1
ENOSF1;RTS;TYMSAS	B4DIZ4
ENOSF1;RTS;TYMSAS	Q7L5Y1-2
ENOSF1;RTS;TYMSAS	B3KXE4
ENOSF1;RTS;TYMSAS	B3KSL6
ESRP1;RBM35A	Q6NXG1-1
ESRP1;RBM35A	Q6NXG1
ESRP1;RBM35A	Q6NXG1-3
ESRP1;RBM35A	Q6NXG1-4
ESRP1;RBM35A	Q6NXG1-2
ESRP1;RBM35A	A8MXL9
ENPP1;M6S1;NPPS;PC1;PDNP1;DKFZp686P13218	P22413
ENPP1;M6S1;NPPS;PC1;PDNP1;DKFZp686P13218	B2RBY8
ENPP1;M6S1;NPPS;PC1;PDNP1;DKFZp686P13218	Q7Z3P5
ENPP1;M6S1;NPPS;PC1;PDNP1;DKFZp686P13218	Q9NS95
MCM2;BM28;CCNL1;CDCL1;KIAA0030	B7Z8Z6
MCM2;BM28;CCNL1;CDCL1;KIAA0030	Q9BWF4
MCM2;BM28;CCNL1;CDCL1;KIAA0030	P49736
MCM2;BM28;CCNL1;CDCL1;KIAA0030	B3KXZ4
MCM2;BM28;CCNL1;CDCL1;KIAA0030	B4DSV5
GPR107;KIAA1624;LUSTR1	Q5VW38-1
GPR107;KIAA1624;LUSTR1	Q5VW38
GPR107;KIAA1624;LUSTR1	A8KAM7
GPR107;KIAA1624;LUSTR1	Q5VW38-2
GPR107;KIAA1624;LUSTR1	B7ZL93
GPR107;KIAA1624;LUSTR1	Q5VW38-3
COASY;PSEC0106	Q13057-2
COASY;PSEC0106	Q13057
COASY;PSEC0106	Q13057-1
SIAT10;ST3GAL6	Q9Y274
SIAT10;ST3GAL6	C9J0E2
SIAT10;ST3GAL6	C9J480
SIAT10;ST3GAL6	B3KMI1
SIAT10;ST3GAL6	C9JWJ3
SIAT10;ST3GAL6	C9JXM2
HSPC273;IMP9;IPO9;KIAA1192;RANBP9	Q96P70
PSMD12;hCG_1749256	O00232
PSMD12;hCG_1749256	A6NP15
SEC13L;SEH1;SEH1L	Q96EE3-1
SEC13L;SEH1;SEH1L	Q96EE3
SEC13L;SEH1;SEH1L	Q96EE3-2
KIAA0731;LARP;LARP1	Q6PKG0-1
KIAA0731;LARP;LARP1	Q6PKG0
KIAA0731;LARP;LARP1	Q6PKG0-2
KIAA0731;LARP;LARP1	Q6PKG0-3
GLB1L;UNQ229/PRO262	Q6UWU2-1
GLB1L;UNQ229/PRO262	Q6UWU2
GLB1L;UNQ229/PRO262	B4DRS5
GLB1L;UNQ229/PRO262	Q6UWU2-2
GLB1L;UNQ229/PRO262	B4DTH1
CGI-52;SDCCAG28;STARD10	Q9Y365
CGI-52;SDCCAG28;STARD10	B3KTJ1
KRI1	Q8N9T8-2
KRI1	Q8N9T8
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	B1ARM6
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	Q5SW79-1
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	Q5SW79
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	Q5SW79-3
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	A6H8X9
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	B2RTS4
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	B3KME6
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	Q5SW79-2
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	Q6AZE1
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	Q9NSN9
CEP170;RP11-411G13.1-004;FAM68A;KAB;KIAA0470;DKFZp564B0982	B4DL23
EEF2;EF2	P13639
EEF2;EF2	B4DMC6
EEF2;EF2	B4DRE8
EEF2;EF2	Q6PK56
EEF2;EF2	Q8TA90
EEF2;EF2	B4DPU3
COL2A1	P02458-2
COL2A1	P02458
COL2A1	P02458-1
COL2A1	P02458-3
OS9;OS-9;hCG_40161	B7Z8E7
OS9;OS-9;hCG_40161	Q13438-1
OS9;OS-9;hCG_40161	Q13438
OS9;OS-9;hCG_40161	Q9BR60
OS9;OS-9;hCG_40161	A6NLB2
OS9;OS-9;hCG_40161	A8K5Q9
OS9;OS-9;hCG_40161	Q6IBL2
OS9;OS-9;hCG_40161	Q9BW99
OS9;OS-9;hCG_40161	Q13438-2
OS9;OS-9;hCG_40161	Q13438-3
OS9;OS-9;hCG_40161	A4UCT8
OS9;OS-9;hCG_40161	B4DE28
ACBD5;KIAA1996;RP11-85G18.5-006	Q5T8D3-1
ACBD5;KIAA1996;RP11-85G18.5-006	Q5T8D3
ACBD5;KIAA1996;RP11-85G18.5-006	A8MSV1
ACBD5;KIAA1996;RP11-85G18.5-006	Q5T8D3-3
ACBD5;KIAA1996;RP11-85G18.5-006	B7Z2R7
ACBD5;KIAA1996;RP11-85G18.5-006	Q5T8D3-2
ACBD5;KIAA1996;RP11-85G18.5-006	B7Z9D0
ACBD5;KIAA1996;RP11-85G18.5-006	Q8NCM9
ACBD5;KIAA1996;RP11-85G18.5-006	Q5T8D3-4
ACBD5;KIAA1996;RP11-85G18.5-006	Q5T8E0
GALK2;GK2	Q01415
GALK2;GK2	B4DW43
GALK2;GK2	B7ZAX5
GALK2;GK2	Q7Z4Q4
CAL;FIG;GOPC	Q9HD26-1
CAL;FIG;GOPC	Q9HD26
CAL;FIG;GOPC	Q9HD26-2
CAL;FIG;GOPC	Q9HD26-3
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	P54760
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	B4DVT5
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	Q541P7
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	Q59F17
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	Q7Z635
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	B5A970
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	B5A972
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	Q96L35
EPHB4;HTK;TYRO11;hCG_20448;tcag7.1248	B5A971
AMPHL;BIN1	O00499-1
AMPHL;BIN1	O00499
AMPHL;BIN1	Q659B7
AMPHL;BIN1	O00499-5
AMPHL;BIN1	O00499-2
AMPHL;BIN1	Q8WWH9
AMPHL;BIN1	O00499-3
AMPHL;BIN1	O00499-11
AMPHL;BIN1	O00499-6
AMPHL;BIN1	O00499-4
AMPHL;BIN1	B7Z2Z2
AMPHL;BIN1	O00499-8
AMPHL;BIN1	Q9BTH3
AMPHL;BIN1	O00499-7
AMPHL;BIN1	O00499-10
AMPHL;BIN1	O00499-9
AMPHL;BIN1	B7Z6Y2
C19orf7;KIAA1064;ZC3H4	Q9UPT8
RPS26;RPS26L1;RPS26P11;RP11-151A6.3-001;hCG_1745083;LOC285938;tcag7.125;C6orf86;RP11-506K6.3-003	P62854
RPS26;RPS26L1;RPS26P11;RP11-151A6.3-001;hCG_1745083;LOC285938;tcag7.125;C6orf86;RP11-506K6.3-003	Q76N56
RPS26;RPS26L1;RPS26P11;RP11-151A6.3-001;hCG_1745083;LOC285938;tcag7.125;C6orf86;RP11-506K6.3-003	Q5JNZ5
RPS26;RPS26L1;RPS26P11;RP11-151A6.3-001;hCG_1745083;LOC285938;tcag7.125;C6orf86;RP11-506K6.3-003	Q5JVH5
RPS26;RPS26L1;RPS26P11;RP11-151A6.3-001;hCG_1745083;LOC285938;tcag7.125;C6orf86;RP11-506K6.3-003	Q75MH1
RPS26;RPS26L1;RPS26P11;RP11-151A6.3-001;hCG_1745083;LOC285938;tcag7.125;C6orf86;RP11-506K6.3-003	Q76N57
RPS26;RPS26L1;RPS26P11;RP11-151A6.3-001;hCG_1745083;LOC285938;tcag7.125;C6orf86;RP11-506K6.3-003	Q5JS55
CRIP;CRIP1;CRP1	P50238
CXCL8;IL8	P10145-2
CXCL8;IL8	P10145
CXCL8;IL8	P10145-1
CXCL8;IL8	C9J4T6
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	O00571
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	A8K538
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	B4E3E8
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	B5BTY4
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	Q59GX6
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	Q5S4N1
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	B4DLU5
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	O15523
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	B4DK29
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	B4DXX7
DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001;DBY;DDX3Y	B4E010
RPL18	Q07020
RPL18	Q0QEW2
RPL18	B4DDY5
RRBP1;KIAA1398;RP11-462D18.3-003	A7BI36
RRBP1;KIAA1398;RP11-462D18.3-003	Q9P2E9-1
RRBP1;KIAA1398;RP11-462D18.3-003	Q9P2E9
RRBP1;KIAA1398;RP11-462D18.3-003	Q9P2E9-2
RRBP1;KIAA1398;RP11-462D18.3-003	A1A5C4
RRBP1;KIAA1398;RP11-462D18.3-003	A2A2S5
RRBP1;KIAA1398;RP11-462D18.3-003	Q05DK7
RRBP1;KIAA1398;RP11-462D18.3-003	Q32NB1
RRBP1;KIAA1398;RP11-462D18.3-003	Q9P2E9-3
RRBP1;KIAA1398;RP11-462D18.3-003	A1A5C5
RRBP1;KIAA1398;RP11-462D18.3-003	B3KSG1
FABP4;PMP2;hCG_21300	P15090
FABP4;PMP2;hCG_21300	P02689
FABP4;PMP2;hCG_21300	Q6FHL4
B4GALT1;GGTB2	P15291-1
B4GALT1;GGTB2	P15291
B4GALT1;GGTB2	B4DLB8
B4GALT1;GGTB2	B4DMM8
B4GALT1;GGTB2	B7ZAH9
B4GALT1;GGTB2	Q86XA6
B4GALT1;GGTB2	P15291-2
GCLC;GLCL;GLCLC;hCG_21942	P48506
GCLC;GLCL;GLCLC;hCG_21942	B4E2I4
GCLC;GLCL;GLCLC;hCG_21942	Q14TF0
RPS19;hCG_1995572	P39019
RPS19;hCG_1995572	B0ZBD0
RPS19;hCG_1995572	Q8WVX7
RPL38	P63173
RPL38	B2R5A8
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	P28062-2
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	P28062
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	Q5JNW6
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	Q6FHU0
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	P28062-1
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	Q5QNR8
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	B0UZC1
LMP7;PSMB5i;PSMB8;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;hCG_17507;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004	Q5JNW7
ASF;OK/SW-cl.3;SF2;SF2P33;SFRS1	Q07955-1
ASF;OK/SW-cl.3;SF2;SF2P33;SFRS1	Q07955
ASF;OK/SW-cl.3;SF2;SF2P33;SFRS1	A8K1L8
ASF;OK/SW-cl.3;SF2;SF2P33;SFRS1	Q07955-2
ASF;OK/SW-cl.3;SF2;SF2P33;SFRS1	Q07955-3
ASF;OK/SW-cl.3;SF2;SF2P33;SFRS1	Q59FA2
SRP72;DKFZp686A04192	O76094
SRP72;DKFZp686A04192	A0PJJ5
SRP72;DKFZp686A04192	O15302
SRP72;DKFZp686A04192	Q0D2M6
SRP72;DKFZp686A04192	Q71V07
SRP72;DKFZp686A04192	Q7Z3C0
SRP72;DKFZp686A04192	Q86X80
ETX1;SRPX	P78539-1
ETX1;SRPX	P78539
ETX1;SRPX	A8K065
ETX1;SRPX	B4DDB8
ETX1;SRPX	P78539-2
ETX1;SRPX	B3KWP8
ETX1;SRPX	B4DQH5
ADK2;AK2	P54819-1
ADK2;AK2	P54819
