Names	Uniprot
NDUFAB1	A4UCS3
NDUFAB1	B2R4M1
TBC1D5;KIAA0210	C9JP52
TBC1D5;KIAA0210	Q92609
TBC1D5;KIAA0210	B9A6K1
TBC1D5;KIAA0210	C9J3F6
TFRC	P02786
TFRC	A8K6Q8
TFRC	B7Z2I6
PRO1400;TF;hCG_2023558	P02787
PRO1400;TF;hCG_2023558	A0PJA6
PRO1400;TF;hCG_2023558	B4DEX9
PRO1400;TF;hCG_2023558	B4DHZ6
PRO1400;TF;hCG_2023558	B4DI57
PRO1400;TF;hCG_2023558	B4E1B2
PRO1400;TF;hCG_2023558	Q06AH7
PRO1400;TF;hCG_2023558	Q53H26
HPX	P02790
HPX	Q9BS19
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	P02795
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	Q8TE66
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	P13640-1
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	P13640
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	P80297
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	Q8WVB5
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	P13640-2
CES1;MT2;MT2A;MT1G;MT1K;MT1M;MT1X	A6NER9
ROCK1	Q13464
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	O95297-1
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	O95297
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	A8K5D4
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	Q5U0H8
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	Q9UEL4
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	O95297-2
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	O95297-3
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	B2REB9
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	Q9UEL6
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	B2REC0
MPZL1;PZR;UNQ849/PRO1787;hCG_42390;RP1-313L4.1-006	C9JUL5
UBC12;UBE2M	P61081
C11orf32;SORL1	Q92673
C11orf32;SORL1	B4DG45
C11orf32;SORL1	B4DHG9
C11orf32;SORL1	B4DJ13
C11orf32;SORL1	B4DYT0
C4orf9;NOL14;NOP14;RES4-25	P78316-1
C4orf9;NOL14;NOP14;RES4-25	P78316
C4orf9;NOL14;NOP14;RES4-25	A8KA74
C4orf9;NOL14;NOP14;RES4-25	P78316-2
C4orf9;NOL14;NOP14;RES4-25	Q96GC8
ARS;SLURP1	P55000
MAGP1;MFAP2;RP1-37C10.2-003	P55001
MAGP1;MFAP2;RP1-37C10.2-003	Q5JXY0
GPCR5A;GPRC5A;RAI3;RAIG1	Q8NFJ5
GPCR5A;GPRC5A;RAI3;RAIG1	A8K556
NA	B2R704
NA	B7Z400
NA	B7ZB64
EIF5	P55010
EIF5	Q05DF3
EIF5	Q32Q19
EIF5	Q53XB3
EIF5	Q6IBU0
NKCC1;SLC12A2;hCG_27034	P55011-1
NKCC1;SLC12A2;hCG_27034	P55011
NKCC1;SLC12A2;hCG_27034	Q53ZR1
NKCC1;SLC12A2;hCG_27034	P55011-3
NKCC1;SLC12A2;hCG_27034	B7ZM24
NKCC1;SLC12A2;hCG_27034	Q59GB7
HVEB;PRR2;PVRL2	Q92692-1
HVEB;PRR2;PVRL2	Q92692
HVEB;PRR2;PVRL2	Q7Z456
HVEB;PRR2;PVRL2	Q92692-2
HVEB;PRR2;PVRL2	A8K5L5
HVEB;PRR2;PVRL2	Q7Z457
HVEB;PRR2;PVRL2	Q7Z458
HVEB;PRR2;PVRL2	Q9UEI6
RABGGTA	Q92696
RABGGTA	B4E069
RABGGTA	Q6FHF7
OSMR;OSMRB	Q99650-1
OSMR;OSMRB	Q99650
OSMR;OSMRB	B4E1W9
OSMR;OSMRB	Q99650-2
MCB1;PSMD4;hCG_1741224;RP11-126K1.1-002;RP11-126K1.1-008;RP11-126K1.1-014	P55036-2
MCB1;PSMD4;hCG_1741224;RP11-126K1.1-002;RP11-126K1.1-008;RP11-126K1.1-014	P55036
MCB1;PSMD4;hCG_1741224;RP11-126K1.1-002;RP11-126K1.1-008;RP11-126K1.1-014	Q5VWC4
MCB1;PSMD4;hCG_1741224;RP11-126K1.1-002;RP11-126K1.1-008;RP11-126K1.1-014	P55036-1
MCB1;PSMD4;hCG_1741224;RP11-126K1.1-002;RP11-126K1.1-008;RP11-126K1.1-014	A6PVX4
MCB1;PSMD4;hCG_1741224;RP11-126K1.1-002;RP11-126K1.1-008;RP11-126K1.1-014	A6PVX3
CAS;CSE1L;XPO2;CSE1L-2	P55060-1
CAS;CSE1L;XPO2;CSE1L-2	P55060
CAS;CSE1L;XPO2;CSE1L-2	B4DUC5
CAS;CSE1L;XPO2;CSE1L-2	P55060-3
CAS;CSE1L;XPO2;CSE1L-2	A3RLL6
CAS;CSE1L;XPO2;CSE1L-2	B4DM67
CAS;CSE1L;XPO2;CSE1L-2	B4DPS6
CAS;CSE1L;XPO2;CSE1L-2	B4DM31
CAS;CSE1L;XPO2;CSE1L-2	B4DS32
MPD;MVD	P53602
MPD;MVD	Q59G80
PGGT1B	P53609-1
PGGT1B	P53609
PGGT1B	P53609-2
VCP;DKFZp434K0126	P55072
VCP;DKFZp434K0126	Q0IIN5
VCP;DKFZp434K0126	Q96IF9
VCP;DKFZp434K0126	Q9HAP0
VCP;DKFZp434K0126	Q9HAP1
VCP;DKFZp434K0126	Q9NTC4
MFAP1	P55081
CPPI;CTSC	P53634
CPPI;CTSC	B4DJQ8
COL18A1	P39060-3
COL18A1	P39060
COL18A1	P39060-1
COL18A1	P39060-2
COL18A1	A8MSA0
COL18A1	Q8NG19
COL18A1	C9JBR0
KIAA0204;SLK;STK2	Q9H2G2-1
KIAA0204;SLK;STK2	Q9H2G2
KIAA0204;SLK;STK2	Q9H2G2-2
KIAA0204;SLK;STK2	B4DZC9
CLH22;CLTCL;CLTCL1;CLTD	P53675-1
CLH22;CLTCL;CLTCL1;CLTD	P53675
CLH22;CLTCL;CLTCL1;CLTD	B7Z2Y4
CLH22;CLTCL;CLTCL1;CLTD	P53675-2
CLH22;CLTCL;CLTCL1;CLTD	A4FU99
CBPIN;GCIPIP;SYF2	O95926
CBPIN;GCIPIP;SYF2	B2RBX8
CBPIN;GCIPIP;SYF2	B4E0Y8
GCDFP15;GPIP4;PIP	P12273
CKB;CKBB	P12277
CKB;CKBB	B4DP56
STATH	P02808
EEF1D;EF1D	P29692-2
EEF1D;EF1D	P29692
EEF1D;EF1D	B2RAR6
EEF1D;EF1D	Q71RH4
EEF1D;EF1D	Q9BW34
EEF1D;EF1D	Q9H7G6
EEF1D;EF1D	P29692-1
EEF1D;EF1D	B4DDU4
HSPC150;PIG50;UBE2T	Q9NPD8
HSPC150;PIG50;UBE2T	Q2TU36
ENIGMA;PDLIM7	Q9NR12-1
ENIGMA;PDLIM7	Q9NR12
ENIGMA;PDLIM7	Q9NR12-2
ENIGMA;PDLIM7	Q9NR12-4
ENIGMA;PDLIM7	Q9NR12-6
ENIGMA;PDLIM7	Q9NR12-5
ENIGMA;PDLIM7	Q9NR12-3
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	B4DKQ5
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	B7WP09
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	O60784-2
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	O60784
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	O60784-1
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	O60784-4
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	B0QY02
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	B4DJ44
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	O60784-3
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	B3KUF5
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	B0QY01
CTA-286B10.5-010;TOM1;CTA-286B10.5-012;CTA-286B10.5-008;hCG_41524	B3KUU1
FMI;PCP2;PTPRO;PTPRU	Q92729-1
FMI;PCP2;PTPRO;PTPRU	Q92729
FMI;PCP2;PTPRO;PTPRU	Q92729-3
FMI;PCP2;PTPRO;PTPRU	Q92729-4
FMI;PCP2;PTPRO;PTPRU	Q92729-2
FMI;PCP2;PTPRO;PTPRU	B3KT29
FMI;PCP2;PTPRO;PTPRU	C9JJA5
HRIHFB2115;SAE2;UBA2;UBLE1B	Q9UBT2
HRIHFB2115;SAE2;UBA2;UBLE1B	B2RDF5
HRIHFB2115;SAE2;UBA2;UBLE1B	B3KMZ6
HRIHFB2115;SAE2;UBA2;UBLE1B	B3KNA3
HRIHFB2115;SAE2;UBA2;UBLE1B	B3KWB9
HRIHFB2115;SAE2;UBA2;UBLE1B	B7Z5X0
TTN	Q8WZ42-8
TTN	Q8WZ42
TTN	Q8WZ42-1
TTN	Q8WZ42-2
TTN	Q8WZ42-7
TTN	Q8WZ42-4
TTN	A2TKE6
TTN	C0JYZ2
TTN	C9JXI0
TTN	Q8WZ42-5
TTN	Q8WZ42-3
TTN	A6NKB1
TTN	B1A7R7
BAF45D;DPF2;REQ;UBID4	Q92785
DLG3;hCG_15353;RP11-291O7.3-003;KIAA1232;RP11-291O7.3-002	Q5JUW8
DLG3;hCG_15353;RP11-291O7.3-003;KIAA1232;RP11-291O7.3-002	Q92796-1
DLG3;hCG_15353;RP11-291O7.3-003;KIAA1232;RP11-291O7.3-002	Q92796
DLG3;hCG_15353;RP11-291O7.3-003;KIAA1232;RP11-291O7.3-002	Q59FY1
DLG3;hCG_15353;RP11-291O7.3-003;KIAA1232;RP11-291O7.3-002	Q92796-2
DLG3;hCG_15353;RP11-291O7.3-003;KIAA1232;RP11-291O7.3-002	Q5JUW6
DLG3;hCG_15353;RP11-291O7.3-003;KIAA1232;RP11-291O7.3-002	B4E0H1
SPK;SYMPK	Q92797-1
SPK;SYMPK	Q92797
SPK;SYMPK	B7Z6F7
SPK;SYMPK	Q92797-2
CCHL;HCCS;DKFZp779I1858	P53701
CCHL;HCCS;DKFZp779I1858	Q68D50
AF6;MLLT4;RP3-470B24.4-003	P55196-5
AF6;MLLT4;RP3-470B24.4-003	P55196
AF6;MLLT4;RP3-470B24.4-003	Q5JPV5
AF6;MLLT4;RP3-470B24.4-003	P55196-4
AF6;MLLT4;RP3-470B24.4-003	A8MQ02
RAB6;RAB6A;RAB6B;RAB6A	P20340-1
RAB6;RAB6A;RAB6B;RAB6A	P20340
RAB6;RAB6A;RAB6B;RAB6A	B7Z5Z9
RAB6;RAB6A;RAB6B;RAB6A	B7Z772
RAB6;RAB6A;RAB6B;RAB6A	Q53ET8
RAB6;RAB6A;RAB6B;RAB6A	Q6FGX3
RAB6;RAB6A;RAB6B;RAB6A	Q9UL29
RAB6;RAB6A;RAB6B;RAB6A	P20340-2
RAB6;RAB6A;RAB6B;RAB6A	Q9UL30
RAB6;RAB6A;RAB6B;RAB6A	Q9NRW1
RAB6;RAB6A;RAB6B;RAB6A	Q6AZ91
RAB6;RAB6A;RAB6B;RAB6A	B7Z337
CDK6;hCG_19542;tcag7.286	Q00534
CDK6;hCG_19542;tcag7.286	A4D1G0
GP25L2;TMED9	Q9BVK6
GP25L2;TMED9	B2R8A2
GP25L2;TMED9	B4DPP4
HSPC182;PNAS-120;SSU72;RP5-832C2.2-002	Q9NP77-1
HSPC182;PNAS-120;SSU72;RP5-832C2.2-002	Q9NP77
HSPC182;PNAS-120;SSU72;RP5-832C2.2-002	B4DMK6
HSPC182;PNAS-120;SSU72;RP5-832C2.2-002	Q5SV18
USP47	Q96K76-1
USP47	Q96K76
USP47	Q96K76-2
USP47	A0PJ80
USP47	B3KRV9
USP47	B3KXF5
USP47	Q9H3L7
PUR1;PURA	Q00577
PUR1;PURA	Q2NLC9
PUR1;PURA	Q2NLD4
PUR1;PURA	Q56A79
PUR1;PURA	Q5U0P9
TUBB4;TUBB5	P04350
TUBB4;TUBB5	B4DE77
TUBB4;TUBB5	B4DJ43
TUBB4;TUBB5	B4DFH6
IMP.18P;IMPA2	O14732-1
IMP.18P;IMPA2	O14732
IMP.18P;IMPA2	O14732-2
IMP.18P;IMPA2	Q9UNV4
IMP.18P;IMPA2	Q9UNV5
IMP.18P;IMPA2	Q9UNV6
IMP.18P;IMPA2	Q9UPE5
IMP.18P;IMPA2	Q9UPE6
PDCD5;TFAR19	O14737
PDCD5;TFAR19	B4DE64
MOP4;UBA6;UBE1L2	A0AVT1-1
MOP4;UBA6;UBE1L2	A0AVT1
MOP4;UBA6;UBE1L2	B3KSS1
MOP4;UBA6;UBE1L2	A0AVT1-2
ISLR;UNQ189/PRO215	O14498
LGALS3BP;M2BP	Q08380
LGALS3BP;M2BP	B4DVE1
LGALS3BP;M2BP	B4DWA8
LGALS3BP;M2BP	B3KP88
LGALS3BP;M2BP	B4DDG4
LGALS3BP;M2BP	B4DI70
LPP;hCG_17155	Q93052
LPP;hCG_17155	B7Z871
LPP;hCG_17155	B7ZLW0
LPP;hCG_17155	B7Z8W0
LPP;hCG_17155	C9J4E3
LPP;hCG_17155	C9JUT4
GGH	Q92820
GGH	A8K335
GGH	B4DVI2
FN3K	Q9H479
FN3K	B4DH12
FN3K	B3KNR9
HSD48;NACA;hCG_2016482	Q13765
HSD48;NACA;hCG_2016482	B2R4P8
HSD48;NACA;hCG_2016482	B4DDI8
NELL1;NRP1	Q92832
NELL1;NRP1	B3KXR2
NELL1;NRP1	Q4VB88
NELL1;NRP1	Q4VB91
NELL1;NRP1	B4E197
NELL1;NRP1	B4DS40
NELL1;NRP1	C9JBK2
NELL1;NRP1	Q8N9Z6
RPGR;RP3;XLRP3	Q3KN84
RPGR;RP3;XLRP3	Q9HD28
RPGR;RP3;XLRP3	Q92834-1
RPGR;RP3;XLRP3	Q92834
RPGR;RP3;XLRP3	Q92834-2
RPGR;RP3;XLRP3	A8K717
RPGR;RP3;XLRP3	Q53EZ8
RPGR;RP3;XLRP3	Q92834-4
RPGR;RP3;XLRP3	Q92834-3
RPGR;RP3;XLRP3	Q92834-5
NIT1	Q86X76-3
NIT1	Q86X76
NIT1	Q86X76-1
NIT1	B2R8D1
NIT1	Q86X76-4
NIT1	B7Z410
NIT1	Q86X76-2
CD100;SEMA4D;SEMAJ;SEMA4D variant protein	Q92854
CD100;SEMA4D;SEMAJ;SEMA4D variant protein	Q4LE41
CD100;SEMA4D;SEMAJ;SEMA4D variant protein	C9J3D8
CD100;SEMA4D;SEMAJ;SEMA4D variant protein	B4DER0
CD100;SEMA4D;SEMAJ;SEMA4D variant protein	B7Z9Z2
IGDCC2;NEO1;NGN	Q92859-1
IGDCC2;NEO1;NGN	Q92859
IGDCC2;NEO1;NGN	B7ZKN0
IGDCC2;NEO1;NGN	Q59FP8
IGDCC2;NEO1;NGN	B7ZKM9
IGDCC2;NEO1;NGN	Q92859-2
FBLN2;DKFZp586A1519	B7Z6T9
FBLN2;DKFZp586A1519	B7Z9C5
FBLN2;DKFZp586A1519	Q8IUI1
FBLN2;DKFZp586A1519	B7Z9B8
FBLN2;DKFZp586A1519	P98095
FBLN2;DKFZp586A1519	Q86V58
FBLN2;DKFZp586A1519	Q8IUI0
FBLN2;DKFZp586A1519	Q9Y3V7
FAD49;KIAA1295;SH3PXD2B	A1X283
KLK6;PRSS18;PRSS9	Q92876-1
KLK6;PRSS18;PRSS9	Q92876
KLK6;PRSS18;PRSS9	Q92876-2
NAP1L1;NRP;hCG_2015037	P55209
NAP1L1;NRP;hCG_2015037	B7Z9C2
NAP1L1;NRP;hCG_2015037	B3KNT8
NAP1L1;NRP;hCG_2015037	B7Z2V4
NAP1L1;NRP;hCG_2015037	B3KV44
NAP1L1;NRP;hCG_2015037	B7Z4K9
NAP1L1;NRP;hCG_2015037	B7Z5H0
CASP6;MCH2	P55212-1
CASP6;MCH2	P55212
PSMC5;SUG1;hCG_41818	P62195
PSMC5;SUG1;hCG_41818	A8K3Z3
PSMC5;SUG1;hCG_41818	Q59GS3
MSS4;RABIF;RASGRF3	P47224
MSS4;RABIF;RASGRF3	Q53EV1
C21orf1;C21orf3;PTTG1IP	P53801
C21orf1;C21orf3;PTTG1IP	A8K274
C21orf1;C21orf3;PTTG1IP	A8MZH8
COAB;PPCS;RP11-163G10.1-003	Q9HAB8
COAB;PPCS;RP11-163G10.1-003	Q5VVM0
CDH4;DKFZp434K1130	P55283
CDH4;DKFZp434K1130	B2RCN5
CDH4;DKFZp434K1130	B3KWB8
CDH4;DKFZp434K1130	Q8NB64
CDH4;DKFZp434K1130	Q8ND09
CDH6	P55285-1
CDH6	P55285
CDH6	P55285-2
CDH13;CDHH	P55290
CDH13;CDHH	B7Z236
CDH13;CDHH	B7Z3H7
CDH13;CDHH	B7Z590
CDH13;CDHH	B7Z9B1
CDH13;CDHH	A8W477
CDH13;CDHH	A8W476
IGSF9;IGSF9A;KIAA1355;NRT1	Q9P2J2
IGSF9;IGSF9A;KIAA1355;NRT1	Q6XYD8
IGSF9;IGSF9A;KIAA1355;NRT1	C9JI81
CLH17;CLTC;CLTCL2;KIAA0034	Q00610-1
CLH17;CLTC;CLTCL2;KIAA0034	Q00610
CLH17;CLTC;CLTCL2;KIAA0034	Q00610-2
ANX3;ANXA3	A6NLK4
ANX3;ANXA3	P12429
TES;hCG_39086;tcag7.1;DKFZp586B2022	Q9UGI8-1
TES;hCG_39086;tcag7.1;DKFZp586B2022	Q9UGI8
TES;hCG_39086;tcag7.1;DKFZp586B2022	A4D0U5
TES;hCG_39086;tcag7.1;DKFZp586B2022	B2RDR4
TES;hCG_39086;tcag7.1;DKFZp586B2022	Q53GU1
TES;hCG_39086;tcag7.1;DKFZp586B2022	Q9UGI8-2
TES;hCG_39086;tcag7.1;DKFZp586B2022	A4D0U6
TES;hCG_39086;tcag7.1;DKFZp586B2022	B7Z6L5
TES;hCG_39086;tcag7.1;DKFZp586B2022	Q9Y423
CYPC;PPIC	P45877
CYPC;PPIC	A8K2Q6
CYPC;PPIC	B4E200
FKBP25;FKBP3	Q00688
FKBP25;FKBP3	Q53GD8
HSPC;PSMA7;RP5-1005F21.4-005;RP5-1005F21.4-006	O14818-1
HSPC;PSMA7;RP5-1005F21.4-005;RP5-1005F21.4-006	O14818
HSPC;PSMA7;RP5-1005F21.4-005;RP5-1005F21.4-006	Q05DH1
HSPC;PSMA7;RP5-1005F21.4-005;RP5-1005F21.4-006	O14818-2
HSPC;PSMA7;RP5-1005F21.4-005;RP5-1005F21.4-006	Q5JXJ2
HSPC;PSMA7;RP5-1005F21.4-005;RP5-1005F21.4-006	Q5JXJ1
TERF2;TRBF2;TRF2	Q15554-1
TERF2;TRBF2;TRF2	Q15554
DGCR2;IDD;KIAA0163;DKFZp686I1730	P98153
DGCR2;IDD;KIAA0163;DKFZp686I1730	B5TY34
DGCR2;IDD;KIAA0163;DKFZp686I1730	B7Z3T5
DGCR2;IDD;KIAA0163;DKFZp686I1730	B7Z8B7
DGCR2;IDD;KIAA0163;DKFZp686I1730	B7Z935
DGCR2;IDD;KIAA0163;DKFZp686I1730	Q8IWC8
DGCR2;IDD;KIAA0163;DKFZp686I1730	Q5CZ70
HSPG2	P98160
HSPG2	B6EU51
HSPG2	Q2VPA1
HSPG2	Q59EG0
EFL3;EFNB1;EPLG2;LERK2	P98172
RBM3;RNPL	P98179
KPNB2;MIP1;TNPO1;TRN	Q92973-1
KPNB2;MIP1;TNPO1;TRN	Q92973
KPNB2;MIP1;TNPO1;TRN	Q92973-2
KPNB2;MIP1;TNPO1;TRN	Q92973-3
CPN3;CPNE3;KIAA0636	O75131
CPN3;CPNE3;KIAA0636	Q05DL8
HIP12;HIP1R;KIAA0655	O75146
HIP12;HIP1R;KIAA0655	B3KN98
HIP12;HIP1R;KIAA0655	B4DI31
HIP12;HIP1R;KIAA0655	Q6NXG8
KIAA0664	C9J6D7
KIAA0664	O75153
GT;UGCGL1;UGGT;UGGT1;UGT1;UGTR	Q9NYU2-1
GT;UGCGL1;UGGT;UGGT1;UGT1;UGTR	Q9NYU2
GT;UGCGL1;UGGT;UGGT1;UGT1;UGTR	A8KAK1
GT;UGCGL1;UGGT;UGGT1;UGT1;UGTR	Q9NYU2-2
TUFT1;UNQ865;RP11-74C1.1-010	B7Z4Y1
TUFT1;UNQ865;RP11-74C1.1-010	Q9NNX1-1
TUFT1;UNQ865;RP11-74C1.1-010	Q9NNX1
TUFT1;UNQ865;RP11-74C1.1-010	Q53FX0
TUFT1;UNQ865;RP11-74C1.1-010	Q9NNX1-2
TUFT1;UNQ865;RP11-74C1.1-010	B7Z688
TUFT1;UNQ865;RP11-74C1.1-010	Q6UWW7
TUFT1;UNQ865;RP11-74C1.1-010	A6PVU8
TUFT1;UNQ865;RP11-74C1.1-010	Q9NNX1-3
C1orf6;UBIN;UBQLN4	Q9NRR5
C1orf6;UBIN;UBQLN4	B4DZF6
C1orf6;UBIN;UBQLN4	Q59F94
C1orf6;UBIN;UBQLN4	Q9H8R7
ASPH;hCG_1787219	Q9H291
ASPH;hCG_1787219	B7ZM95
ASPH;hCG_1787219	B7ZM96
ASPH;hCG_1787219	B4DIC9
ASPH;hCG_1787219	Q9NRI0
ASPH;hCG_1787219	Q6NXR7
ACADSB;hCG_1781685;RP11-162A23.1-001	P45954
ACADSB;hCG_1781685;RP11-162A23.1-001	B4DQ51
ACADSB;hCG_1781685;RP11-162A23.1-001	Q5SQN6
CCDC47;GK001;MSTP041;PSEC0077	Q96A33-1
CCDC47;GK001;MSTP041;PSEC0077	Q96A33
CCDC47;GK001;MSTP041;PSEC0077	Q96A33-2
IST1;KIAA0174	A8KAH5
IST1;KIAA0174	P53990-4
IST1;KIAA0174	P53990
IST1;KIAA0174	A8K5S3
IST1;KIAA0174	B4DLP1
IST1;KIAA0174	B4DXC9
IST1;KIAA0174	P53990-1
IST1;KIAA0174	P53990-2
IST1;KIAA0174	P53990-3
KIAA0079;SEC24C	P53992
KIAA0079;SEC24C	B4DSN3
KIAA0079;SEC24C	B4DZT4
KIAA0079;SEC24C	B7ZAY6
CBX5;HP1A	P45973
CBX5;HP1A	Q6I9T7
ISOT;USP5	P45974-1
ISOT;USP5	P45974
ISOT;USP5	P45974-2
C5orf18;DP1;REEP5;TB2	Q00765
C5orf18;DP1;REEP5;TB2	B2R6C4
C5orf18;DP1;REEP5;TB2	B7Z510
C5orf18;DP1;REEP5;TB2	B7Z681
C5orf18;DP1;REEP5;TB2	B7Z6B3
C5orf18;DP1;REEP5;TB2	B7Z2A3
COL4A3BP;hCG_18817;CERT;STARD11	B3KUB7
COL4A3BP;hCG_18817;CERT;STARD11	Q9Y5P4-1
COL4A3BP;hCG_18817;CERT;STARD11	Q9Y5P4
COL4A3BP;hCG_18817;CERT;STARD11	Q9Y5P4-2
C19orf3;GIPC;GIPC1;RGS19IP1;hCG_27513	O14908
C19orf3;GIPC;GIPC1;RGS19IP1;hCG_27513	A8K2I7
C19orf3;GIPC;GIPC1;RGS19IP1;hCG_27513	A8MZG3
C19orf3;GIPC;GIPC1;RGS19IP1;hCG_27513	A6NL98
HAT1;hCG_16790	O14929
HAT1;hCG_16790	Q6P594
HAT1;hCG_16790	Q8WWB9
SERF2;FAM2C	B9A026
SERF2;FAM2C	A6NL45
SERF2;FAM2C	C9J4Q2
SERF2;FAM2C	B8ZZY7
SERF2;FAM2C	C9JQZ0
SERF2;FAM2C	P84101
SERF2;FAM2C	B5MCG1
SERF2;FAM2C	B9A031
SERF2;FAM2C	C9J5L9
EVA;EVA1;MPZL2;UNQ606/PRO1192	O60487
POH1;PSMD14	O00487
POH1;PSMD14	Q4ZG77
MSF;PRG4;SZP	Q92954-1
MSF;PRG4;SZP	Q92954
MSF;PRG4;SZP	B4DW29
MSF;PRG4;SZP	B7Z759
MSF;PRG4;SZP	Q92954-2
MSF;PRG4;SZP	Q92954-6
MSF;PRG4;SZP	Q92954-3
MSF;PRG4;SZP	Q92954-4
MSF;PRG4;SZP	B7Z4R8
MSF;PRG4;SZP	Q92954-5
MSF;PRG4;SZP	B3KQ20
CEGP1;SCUBE2	Q9NQ36-2
CEGP1;SCUBE2	Q9NQ36
CEGP1;SCUBE2	Q9NQ36-1
CEGP1;SCUBE2	B3KS09
CEGP1;SCUBE2	Q9NQ36-3
CEGP1;SCUBE2	Q6ZMN9
BMP5	P22003
BMP5	A8K694
BMP5	B4E0Y4
C12orf8;ERP28;ERP29	P30040
C21orf33;HES1;KNPI	P30042-1
C21orf33;HES1;KNPI	P30042
C21orf33;HES1;KNPI	C9J1C8
C21orf33;HES1;KNPI	P30042-2
C21orf33;HES1;KNPI	C9JC91
C21orf33;HES1;KNPI	C9J895
C21orf33;HES1;KNPI	A8MQ63
ACR1;PRDX5;SBBI10	P30044-1
ACR1;PRDX5;SBBI10	P30044
ACR1;PRDX5;SBBI10	P30044-2
ACR1;PRDX5;SBBI10	A6NG06
ACR1;PRDX5;SBBI10	B7ZLJ4
ACR1;PRDX5;SBBI10	A6NC19
ACR1;PRDX5;SBBI10	B7ZVW3
AOP1;PRDX3;mer5	P30048
AOP1;PRDX3;mer5	A4UCS5
AOP1;PRDX3;mer5	Q53HC2
AOP1;PRDX3;mer5	Q14579
ATP5D	P30049
ACAM;ASAM;CLMP;UNQ318/PRO363	A8MT22
ACAM;ASAM;CLMP;UNQ318/PRO363	Q9H6B4
ACAM;ASAM;CLMP;UNQ318/PRO363	B4E3S3
RPL12	P30050-1
RPL12	P30050
RPL12	Q59FI9
RPL12	P30050-2
OSBP;OSBP1	P22059-1
OSBP;OSBP1	P22059
OSBP;OSBP1	B4DR25
ECHS1	P30084
PSC5;PSMB1	P20618
PSC5;PSMB1	Q53FT8
FBL;FIB1;FLRN	P22087
FBL;FIB1;FLRN	B4DLD4
FBL;FIB1;FLRN	Q96BS4
M6PR;MPR46;MPRD	P20645
M6PR;MPR46;MPRD	B2R6S2
M6PR;MPR46;MPRD	Q53GY9
M6PR;MPR46;MPRD	Q6I9U3
M6PR;MPR46;MPRD	Q96AH2
CAPN4;CAPNS;CAPNS1	P04632
COX5A	P20674
COX5A	Q71UP1
RPS11	P62280
MSLN;MPF	C9J1E9
MSLN;MPF	Q13421-2
MSLN;MPF	Q13421
MSLN;MPF	Q13421-3
MSLN;MPF	Q13421-4
MSLN;MPF	Q13421-1
FLRG;FSTL3;UNQ674/PRO1308	O95633
CHIP;PP1131;STUB1	Q9UNE7-1
CHIP;PP1131;STUB1	Q9UNE7
CHIP;PP1131;STUB1	Q9UNE7-2
SA1;STAG1;STAG1 variant protein;DKFZp781D1416	Q8WVM7
SA1;STAG1;STAG1 variant protein;DKFZp781D1416	B4E2Q7
SA1;STAG1;STAG1 variant protein;DKFZp781D1416	Q4LE48
SA1;STAG1;STAG1 variant protein;DKFZp781D1416	Q68DW7
SA1;STAG1;STAG1 variant protein;DKFZp781D1416	Q6P275
SMNDC1;SMNR;SPF30	O75940
SMNDC1;SMNR;SPF30	B2RA27
